"input_order","e3_gene_symbol","ncbi_gene_id","uniprot_accession","e3_protein_class","major_e3_class","match_status","gnomad_symbol_matches","match_method","match_note","matched_gnomad_symbol","ensembl_gene_id","transcript_id","duplicated_gene_assignment","quality_status","quality_flags"
368,"UBE3A","7337","Q05086","HECT E3 ligase","HECT","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","UBE3A","ENSG00000114062","ENST00000648336",FALSE,"pass","none"
369,"UBE3B","89910","Q7Z3V4","HECT E3 ligase","HECT","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","UBE3B","ENSG00000151148","ENST00000342494",FALSE,"pass","none"
370,"UBE3C","9690","Q15386","HECT E3 ligase","HECT","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","UBE3C","ENSG00000009335","ENST00000348165",FALSE,"pass","none"
371,"UBR5","51366","O95071","HECT E3 ligase","HECT","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","UBR5","ENSG00000104517","ENST00000520539",FALSE,"pass","none"
372,"WWP1","11059","Q9H0M0","HECT E3 ligase","HECT","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","WWP1","ENSG00000123124","ENST00000517970",FALSE,"pass","none"
373,"WWP2","11060","O00308","HECT E3 ligase","HECT","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","WWP2","ENSG00000198373","ENST00000359154",FALSE,"pass","none"
374,"BTRC","8945","Q9Y297","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BTRC","ENSG00000166167","ENST00000370187",FALSE,"pass","none"
375,"CCNF","899","P41002","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","CCNF","ENSG00000162063","ENST00000397066",FALSE,"pass","none"
376,"ECT2L","345930","Q008S8","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ECT2L","ENSG00000203734","ENST00000541398",FALSE,"pass","none"
377,"FBH1","84893","Q8NFZ0","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBH1","ENSG00000134452","ENST00000362091",FALSE,"pass","none"
378,"FBXL2","25827","Q9UKC9","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL2","ENSG00000153558","ENST00000484457",FALSE,"pass","none"
379,"FBXL3","26224","Q9UKT7","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL3","ENSG00000005812","ENST00000355619",FALSE,"pass","none"
380,"FBXL12","54850","Q9NXK8","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL12","ENSG00000127452","ENST00000247977",FALSE,"pass","none"
381,"FBXL13","222235","Q8NEE6","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL13","ENSG00000161040","ENST00000313221",FALSE,"pass","none"
382,"FBXL14","144699","Q8N1E6","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL14","ENSG00000171823","ENST00000339235",FALSE,"pass","none"
383,"FBXL15","79176","Q9H469","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL15","ENSG00000107872","ENST00000369956",FALSE,"pass","none"
384,"FBXL16","146330","Q8N461","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL16","ENSG00000127585","ENST00000397621",FALSE,"pass","none"
385,"FBXL17","64839","Q9UF56","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL17","ENSG00000145743","ENST00000542267",FALSE,"pass","none"
386,"FBXL18","80028","Q96ME1","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL18","ENSG00000155034","ENST00000382368",FALSE,"pass","none"
387,"FBXL19","54620","Q6PCT2","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL19","ENSG00000099364","ENST00000338343",FALSE,"pass","none"
388,"FBXL20","84961","Q96IG2","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL20","ENSG00000108306","ENST00000264658",FALSE,"pass","none"
389,"FBXL22","283807","Q6P050","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL22","ENSG00000197361","ENST00000638704",FALSE,"pass","none"
390,"FBXL4","26235","Q9UKA2","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL4","ENSG00000112234","ENST00000369244",FALSE,"pass","none"
391,"FBXL5","26234","Q9UKA1","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL5","ENSG00000118564","ENST00000341285",FALSE,"pass","none"
392,"FBXL6","26233","Q8N531","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL6","ENSG00000182325","ENST00000331890",FALSE,"pass","none"
393,"FBXL7","23194","Q9UJT9","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL7","ENSG00000183580","ENST00000504595",FALSE,"pass","none"
394,"FBXL8","55336","Q96CD0","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL8","ENSG00000135722","ENST00000258200",FALSE,"pass","none"
395,"FBXO10","26267","Q9UK96","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO10","ENSG00000147912","ENST00000432825",FALSE,"pass","none"
396,"FBXO11","80204","Q86XK2","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO11","ENSG00000138081","ENST00000403359",FALSE,"pass","none"
397,"FBXO15","201456","Q8NCQ5","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO15","ENSG00000141665","ENST00000419743",FALSE,"pass","none"
398,"FBXO16","157574","Q8IX29","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO16","ENSG00000214050","ENST00000380254",FALSE,"pass","none"
399,"FBXO17","115290","Q96EF6","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO17","ENSG00000269190","ENST00000292852",FALSE,"pass","none"
400,"FBXO2","26232","Q9UK22","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO2","ENSG00000116661","ENST00000354287",FALSE,"pass","none"
401,"FBXO21","23014","O94952","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO21","ENSG00000135108","ENST00000622495",FALSE,"pass","none"
402,"FBXO22","26263","Q8NEZ5","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO22","ENSG00000167196","ENST00000308275",FALSE,"pass","none"
403,"FBXO24","26261","O75426","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO24","ENSG00000106336","ENST00000241071",FALSE,"pass","none"
404,"FBXO25","26260","Q8TCJ0","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO25","ENSG00000147364","ENST00000350302",FALSE,"pass","none"
405,"FBXO27","126433","Q8NI29","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO27","ENSG00000161243","ENST00000292853",FALSE,"pass","none"
406,"FBXO28","23219","Q9NVF7","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO28","ENSG00000143756","ENST00000366862",FALSE,"pass","none"
407,"FBXO3","26273","Q9UK99","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO3","ENSG00000110429","ENST00000265651",FALSE,"pass","none"
408,"FBXO30","84085","Q8TB52","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO30","ENSG00000118496","ENST00000237281",FALSE,"pass","none"
409,"FBXO31","79791","Q5XUX0","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO31","ENSG00000103264","ENST00000311635",FALSE,"pass","none"
410,"FBXO32","114907","Q969P5","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO32","ENSG00000156804","ENST00000517956",FALSE,"pass","none"
411,"FBXO33","254170","Q7Z6M2","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO33","ENSG00000165355","ENST00000298097",FALSE,"pass","none"
412,"FBXO34","55030","Q9NWN3","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO34","ENSG00000178974","ENST00000313833",FALSE,"pass","none"
413,"FBXO36","130888","Q8NEA4","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO36","ENSG00000153832","ENST00000283946",FALSE,"pass","none"
414,"FBXO38","81545","Q6PIJ6","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO38","ENSG00000145868","ENST00000340253",FALSE,"pass","none"
415,"FBXO39","162517","Q8N4B4","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO39","ENSG00000177294","ENST00000321535",FALSE,"pass","none"
416,"FBXO4","26272","Q9UKT5","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO4","ENSG00000151876","ENST00000281623",FALSE,"pass","none"
417,"FBXO40","51725","Q9UH90","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO40","ENSG00000163833","ENST00000338040",FALSE,"pass","none"
418,"FBXO41","150726","Q8TF61","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO41","ENSG00000163013","ENST00000520530",FALSE,"pass","none"
419,"FBXO42","54455","Q6P3S6","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO42","ENSG00000037637","ENST00000375592",FALSE,"pass","none"
420,"FBXO43","286151","Q4G163","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO43","ENSG00000156509","ENST00000428847",FALSE,"pass","none"
421,"FBXO44","93611","Q9H4M3","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO44","ENSG00000132879","ENST00000251547",FALSE,"pass","none"
422,"FBXO45","200933","P0C2W1","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO45","ENSG00000174013","ENST00000311630",FALSE,"pass","none"
423,"FBXO46","23403","Q6PJ61","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO46","ENSG00000177051","ENST00000317683",FALSE,"pass","none"
424,"FBXO47","494188","Q5MNV8","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO47","ENSG00000204952","ENST00000378079",FALSE,"pass","none"
425,"FBXO48","554251","Q5FWF7","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO48","ENSG00000204923","ENST00000377957",FALSE,"pass","none"
426,"FBXO5","26271","Q9UKT4","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO5","ENSG00000112029","ENST00000229758",FALSE,"pass","none"
427,"FBXO6","26270","Q9NRD1","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO6","ENSG00000116663","ENST00000376753",FALSE,"pass","none"
428,"FBXO7","25793","Q9Y3I1","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO7","ENSG00000100225","ENST00000266087",FALSE,"pass","none"
429,"FBXO8","26269","Q9NRD0","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO8","ENSG00000164117","ENST00000393674",FALSE,"pass","none"
430,"FBXO9","26268","Q9UK97","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO9","ENSG00000112146","ENST00000323557",FALSE,"pass","none"
431,"FBXW10","10517","Q5XX13","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXW10","ENSG00000171931","ENST00000395665",FALSE,"flagged","gene_flags=[""low_exome_mapping_quality""]; constraint_flags=[""outlier_syn""]"
432,"FBXW10B","374286","O95170","CRL1 substrate receptor (F-box protein)","CRL1/F-box","unmatched",0,"unmatched","No selected Ensembl protein-coding gnomAD v4.1.1 gene matched this E3 symbol.",,,,FALSE,,
433,"FBXW11","23291","Q9UKB1","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXW11","ENSG00000072803","ENST00000517395",FALSE,"pass","none"
434,"FBXW12","285231","Q6X9E4","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXW12","ENSG00000164049","ENST00000296438",FALSE,"pass","none"
435,"FBXW2","26190","Q9UKT8","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXW2","ENSG00000119402","ENST00000608872",FALSE,"pass","none"
436,"FBXW4","6468","P57775","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXW4","ENSG00000107829","ENST00000331272",FALSE,"pass","none"
437,"FBXW5","54461","Q969U6","CRL1 substrate receptor (F-box protein), CRL4 substrate receptor (DDB1-binding protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXW5","ENSG00000159069","ENST00000325285",FALSE,"flagged","constraint_flags=[""outlier_mis"",""outlier_syn""]"
438,"FBXW7","55294","Q969H0","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXW7","ENSG00000109670","ENST00000281708",FALSE,"pass","none"
439,"FBXW8","26259","Q8N3Y1","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXW8","ENSG00000174989","ENST00000652555",FALSE,"pass","none"
440,"FBXW9","84261","Q5XUX1","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXW9","ENSG00000132004","ENST00000393261",FALSE,"pass","none"
441,"KDM2A","22992","Q9Y2K7","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KDM2A","ENSG00000173120","ENST00000529006",FALSE,"pass","none"
442,"KDM2B","84678","Q8NHM5","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KDM2B","ENSG00000089094","ENST00000377071",FALSE,"pass","none"
443,"LMO7","4008","Q8WWI1","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","LMO7","ENSG00000136153","ENST00000377534",FALSE,"pass","none"
444,"NCCRP1","342897","Q6ZVX7","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","NCCRP1","ENSG00000188505","ENST00000339852",FALSE,"pass","none"
445,"SKP2","6502","Q13309","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SKP2","ENSG00000145604","ENST00000274255",FALSE,"pass","none"
446,"ZC3HC1","51530","Q86WB0","CRL1 substrate receptor (F-box protein)","CRL1/F-box","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZC3HC1","ENSG00000091732","ENST00000358303",FALSE,"pass","none"
447,"APPBP2","10513","Q92624","CRL2 substrate receptor (BC-CUL2-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","APPBP2","ENSG00000062725","ENST00000083182",FALSE,"pass","none"
448,"AMN1","196394","Q8IY45","CRL2 substrate receptor (BC-CUL2-box), CRL5 substrate receptor (BC-CUL5-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","AMN1","ENSG00000151743","ENST00000281471",FALSE,"pass","none"
449,"ANKRD61","100310846","A6NGH8","CRL2 substrate receptor (BC-CUL2-box), CRL5 substrate receptor (BC-CUL5-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ANKRD61","ENSG00000157999","ENST00000409061",FALSE,"pass","none"
450,"ASB2","51676","Q96Q27","CRL2 substrate receptor (BC-CUL2-box), CRL5 substrate receptor (BC-CUL5-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB2","ENSG00000100628","ENST00000555019",FALSE,"pass","none"
451,"ASB4","51666","Q9Y574","CRL2 substrate receptor (BC-CUL2-box), CRL5 substrate receptor (BC-CUL5-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB4","ENSG00000005981","ENST00000325885",FALSE,"pass","none"
452,"CISH","1154","Q9NSE2","CRL2 substrate receptor (BC-CUL2-box), CRL5 substrate receptor (BC-CUL5-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","CISH","ENSG00000114737","ENST00000348721",FALSE,"pass","none"
453,"FEM1A","55527","Q9BSK4","CRL2 substrate receptor (BC-CUL2-box), CRL5 substrate receptor (BC-CUL5-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FEM1A","ENSG00000141965","ENST00000269856",FALSE,"pass","none"
454,"FEM1B","10116","Q9UK73","CRL2 substrate receptor (BC-CUL2-box), CRL5 substrate receptor (BC-CUL5-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FEM1B","ENSG00000169018","ENST00000306917",FALSE,"pass","none"
455,"FEM1C","56929","Q96JP0","CRL2 substrate receptor (BC-CUL2-box), CRL5 substrate receptor (BC-CUL5-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FEM1C","ENSG00000145780","ENST00000274457",FALSE,"pass","none"
456,"KLHDC1","122773","Q8N7A1","CRL2 substrate receptor (BC-CUL2-box), CRL5 substrate receptor (BC-CUL5-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHDC1","ENSG00000197776","ENST00000359332",FALSE,"pass","none"
457,"KLHDC10","23008","Q6PID8","CRL2 substrate receptor (BC-CUL2-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHDC10","ENSG00000128607","ENST00000335420",FALSE,"pass","none"
